#Kreposnoi_pruss(BA)
2000 65000 2000 15000 6000 9000
4
2000 65000 2000 15000 6000 9000
4
VngK18(VG) E
Kreposnoi_pruss(VG) X
BGAUZ(VG)  Q
BGAUZ2(VG) W
20 4
        X                        X 
        X                        X 
 Q      X           E            X     W
        X                        X      
        X                        X      
        X                        X 
#
